id,name,base_experience,height,weight,types,abilities,moves,hp,attack,defense,special-attack,special-defense,speed
84,doduo,62,14,392,"normal, flying","run-away, early-bird, tangled-feet","swords-dance, wing-attack, whirlwind, fly, jump-kick, headbutt, fury-attack, body-slam, take-down, thrash, double-edge, leer, growl, supersonic, peck, drill-peck, low-kick, toxic, agility, quick-attack, rage, mimic, double-team, haze, reflect, bide, mirror-move, swift, skull-bash, sky-attack, rest, tri-attack, substitute, thief, snore, curse, flail, protect, feint-attack, mud-slap, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, baton-pass, pursuit, hidden-power, rain-dance, sunny-day, uproar, facade, helping-hand, knock-off, endeavor, secret-power, feather-dance, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, acupressure, assurance, brave-bird, captivate, double-hit, round, echoed-voice, acrobatics, work-up, confide, throat-chop, lunge, tera-blast",35,85,45,35,35,75
85,dodrio,165,18,852,"normal, flying","run-away, early-bird, tangled-feet","swords-dance, wing-attack, whirlwind, fly, jump-kick, headbutt, fury-attack, body-slam, take-down, thrash, double-edge, leer, growl, supersonic, hyper-beam, peck, drill-peck, low-kick, toxic, agility, quick-attack, rage, mimic, double-team, reflect, bide, mirror-move, swift, skull-bash, sky-attack, rest, tri-attack, substitute, thief, snore, curse, flail, protect, scary-face, mud-slap, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, baton-pass, pursuit, hidden-power, rain-dance, sunny-day, uproar, torment, facade, taunt, helping-hand, knock-off, endeavor, secret-power, feather-dance, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, acupressure, payback, assurance, brave-bird, giga-impact, captivate, double-hit, round, echoed-voice, acrobatics, work-up, drill-run, confide, throat-chop, lunge, stomping-tantrum, tera-blast, pounce, trailblaze",60,110,70,60,60,110
86,seel,65,11,900,water,"thick-fat, hydration, ice-body","pay-day, slam, headbutt, horn-drill, body-slam, take-down, double-edge, growl, disable, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, peck, strength, toxic, rage, mimic, double-team, haze, bide, lick, waterfall, skull-bash, rest, substitute, thief, snore, curse, protect, perish-song, icy-wind, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, megahorn, encore, iron-tail, hidden-power, rain-dance, whirlpool, fake-out, uproar, stockpile, spit-up, swallow, hail, facade, helping-hand, secret-power, dive, weather-ball, signal-beam, muddy-water, icicle-spear, water-sport, water-pulse, brine, natural-gift, fling, aqua-ring, aqua-tail, avalanche, ice-shard, captivate, aqua-jet, entrainment, round, echoed-voice, drill-run, belch, confide, smart-strike, flip-turn, triple-axel, tera-blast, ice-spinner, snowscape, chilling-water",65,45,55,45,70,45
87,dewgong,166,17,1200,"water, ice","thick-fat, hydration, ice-body","pay-day, headbutt, horn-drill, body-slam, take-down, double-edge, growl, disable, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, hyper-beam, strength, toxic, rage, mimic, double-team, haze, bide, lick, waterfall, skull-bash, rest, substitute, thief, snore, curse, protect, perish-song, icy-wind, endure, charm, swagger, attract, sleep-talk, return, frustration, safeguard, megahorn, encore, iron-tail, hidden-power, rain-dance, whirlpool, fake-out, uproar, stockpile, spit-up, swallow, hail, facade, helping-hand, knock-off, endeavor, secret-power, dive, weather-ball, signal-beam, sheer-cold, muddy-water, icicle-spear, water-pulse, brine, natural-gift, fling, aqua-ring, aqua-tail, giga-impact, avalanche, ice-shard, captivate, aqua-jet, entrainment, round, echoed-voice, frost-breath, drill-run, belch, play-rough, confide, smart-strike, liquidation, flip-turn, triple-axel, tera-blast, ice-spinner, snowscape, chilling-water, alluring-voice",90,70,80,70,95,70
88,grimer,65,9,300,poison,"stench, sticky-hold, poison-touch","pound, fire-punch, ice-punch, thunder-punch, headbutt, body-slam, take-down, disable, flamethrower, strength, mega-drain, thunderbolt, thunder, dig, toxic, rage, mimic, screech, double-team, harden, minimize, confuse-ray, haze, bide, metronome, self-destruct, lick, smog, sludge, fire-blast, poison-gas, acid-armor, explosion, rest, rock-slide, substitute, thief, snore, curse, protect, scary-face, sludge-bomb, mud-slap, zap-cannon, sandstorm, giga-drain, endure, swagger, mean-look, attract, sleep-talk, return, frustration, pain-split, dynamic-punch, hidden-power, rain-dance, sunny-day, shadow-ball, stockpile, spit-up, swallow, torment, memento, facade, taunt, helping-hand, imprison, secret-power, rock-tomb, shadow-punch, mud-shot, shock-wave, natural-gift, payback, fling, poison-jab, drain-punch, shadow-sneak, mud-bomb, zen-headbutt, gunk-shot, captivate, venoshock, sludge-wave, acid-spray, round, hex, incinerate, belch, confide, infestation, power-up-punch, tera-blast",80,80,50,40,50,25
89,muk,175,12,300,poison,"stench, sticky-hold, poison-touch","pound, fire-punch, ice-punch, thunder-punch, headbutt, body-slam, take-down, disable, flamethrower, hyper-beam, strength, mega-drain, thunderbolt, thunder, dig, toxic, rage, mimic, screech, double-team, harden, minimize, confuse-ray, haze, bide, metronome, self-destruct, smog, sludge, fire-blast, swift, poison-gas, acid-armor, explosion, rest, rock-slide, substitute, thief, snore, curse, spite, protect, scary-face, sludge-bomb, mud-slap, zap-cannon, sandstorm, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, pain-split, dynamic-punch, hidden-power, rain-dance, sunny-day, shadow-ball, rock-smash, torment, memento, facade, focus-punch, taunt, helping-hand, brick-break, knock-off, imprison, secret-power, rock-tomb, block, mud-shot, shock-wave, natural-gift, payback, fling, toxic-spikes, poison-jab, dark-pulse, drain-punch, focus-blast, giga-impact, mud-bomb, zen-headbutt, gunk-shot, captivate, venoshock, sludge-wave, acid-spray, round, hex, incinerate, belch, moonblast, confide, venom-drench, infestation, power-up-punch, lunge, lash-out, tera-blast",105,105,75,65,100,50
90,shellder,61,3,40,water,"shell-armor, skill-link, overcoat","headbutt, tackle, take-down, double-edge, twineedle, leer, supersonic, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, toxic, rage, teleport, mimic, screech, double-team, withdraw, barrier, reflect, bide, self-destruct, waterfall, clamp, swift, explosion, rest, tri-attack, substitute, snore, curse, protect, spikes, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, rapid-spin, hidden-power, rain-dance, whirlpool, hail, facade, helping-hand, secret-power, dive, icicle-spear, iron-defense, mud-shot, rock-blast, water-pulse, brine, natural-gift, payback, toxic-spikes, aqua-ring, avalanche, ice-shard, captivate, round, shell-smash, razor-shell, confide, liquidation, life-dew, tera-blast, ice-spinner, snowscape, chilling-water",30,65,100,45,25,40
91,cloyster,184,15,1325,"water, ice","shell-armor, skill-link, overcoat","headbutt, tackle, body-slam, take-down, double-edge, twineedle, pin-missile, leer, supersonic, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, aurora-beam, hyper-beam, toxic, rage, teleport, mimic, screech, double-team, withdraw, barrier, light-screen, reflect, bide, self-destruct, waterfall, clamp, swift, spike-cannon, explosion, rest, tri-attack, substitute, snore, curse, protect, scary-face, spikes, icy-wind, endure, swagger, attract, sleep-talk, return, frustration, hidden-power, rain-dance, whirlpool, hail, torment, facade, helping-hand, secret-power, dive, weather-ball, signal-beam, icicle-spear, iron-defense, mud-shot, rock-blast, water-pulse, brine, natural-gift, payback, toxic-spikes, poison-jab, giga-impact, avalanche, ice-shard, captivate, round, shell-smash, frost-breath, drill-run, razor-shell, icicle-crash, confide, smart-strike, liquidation, steel-roller, tera-blast, ice-spinner, snowscape, chilling-water",50,95,180,85,45,70
92,gastly,62,13,1,"ghost, poison",levitate,"fire-punch, ice-punch, thunder-punch, headbutt, disable, mega-drain, thunderbolt, thunder, toxic, psychic, hypnosis, rage, night-shade, mimic, double-team, confuse-ray, haze, bide, self-destruct, lick, smog, dream-eater, poison-gas, psywave, explosion, rest, substitute, thief, nightmare, snore, curse, spite, protect, scary-face, sludge-bomb, zap-cannon, destiny-bond, perish-song, icy-wind, giga-drain, endure, swagger, mean-look, attract, sleep-talk, return, frustration, pain-split, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, torment, will-o-wisp, facade, taunt, trick, knock-off, skill-swap, imprison, grudge, snatch, secret-power, astonish, natural-gift, payback, embargo, sucker-punch, poison-jab, dark-pulse, energy-ball, nasty-plot, trick-room, gunk-shot, captivate, ominous-wind, wonder-room, venoshock, telekinesis, sludge-wave, acid-spray, foul-play, round, clear-smog, ally-switch, hex, reflect-type, confide, dazzling-gleam, infestation, skitter-smack, poltergeist, corrosive-gas, tera-blast",30,35,30,100,35,80
93,haunter,142,16,1,"ghost, poison",levitate,"fire-punch, ice-punch, thunder-punch, headbutt, mega-drain, thunderbolt, thunder, toxic, psychic, hypnosis, rage, night-shade, mimic, double-team, confuse-ray, haze, bide, metronome, self-destruct, lick, smog, dream-eater, poison-gas, psywave, explosion, rest, substitute, thief, nightmare, snore, curse, spite, protect, scary-face, sludge-bomb, zap-cannon, destiny-bond, icy-wind, giga-drain, endure, swagger, mean-look, attract, sleep-talk, return, frustration, pain-split, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, torment, will-o-wisp, facade, taunt, trick, knock-off, skill-swap, imprison, snatch, secret-power, astonish, shadow-punch, natural-gift, payback, embargo, fling, sucker-punch, toxic-spikes, poison-jab, dark-pulse, focus-blast, energy-ball, nasty-plot, shadow-claw, trick-room, gunk-shot, captivate, ominous-wind, wonder-room, venoshock, telekinesis, sludge-wave, acid-spray, foul-play, round, ally-switch, hex, phantom-force, confide, dazzling-gleam, infestation, skitter-smack, poltergeist, corrosive-gas, tera-blast",45,50,45,115,55,95
94,gengar,225,15,405,"ghost, poison",cursed-body,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, hyper-beam, submission, counter, seismic-toss, strength, mega-drain, thunderbolt, thunder-wave, thunder, toxic, psychic, hypnosis, rage, night-shade, mimic, double-team, confuse-ray, haze, bide, metronome, self-destruct, lick, smog, skull-bash, dream-eater, poison-gas, psywave, explosion, rest, substitute, thief, nightmare, snore, curse, spite, protect, scary-face, sludge-bomb, zap-cannon, destiny-bond, perish-song, icy-wind, giga-drain, endure, swagger, mean-look, attract, sleep-talk, return, frustration, pain-split, dynamic-punch, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, uproar, torment, will-o-wisp, facade, focus-punch, taunt, trick, role-play, brick-break, knock-off, skill-swap, imprison, snatch, secret-power, astonish, shadow-punch, natural-gift, payback, embargo, fling, sucker-punch, toxic-spikes, poison-jab, dark-pulse, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, shadow-claw, trick-room, gunk-shot, captivate, ominous-wind, wonder-room, venoshock, telekinesis, sludge-wave, acid-spray, foul-play, round, ally-switch, hex, reflect-type, phantom-force, confide, dazzling-gleam, infestation, power-up-punch, laser-focus, skitter-smack, poltergeist, corrosive-gas, tera-blast, psychic-noise",60,65,60,130,75,110
95,onix,77,88,2100,"rock, ground","rock-head, sturdy, weak-armor","bind, slam, headbutt, tackle, body-slam, take-down, double-edge, roar, strength, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, screech, double-team, harden, defense-curl, bide, self-destruct, skull-bash, explosion, rest, rock-slide, substitute, snore, curse, flail, protect, scary-face, mud-slap, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, dragon-breath, iron-tail, hidden-power, twister, sunny-day, psych-up, ancient-power, rock-smash, torment, facade, nature-power, taunt, secret-power, mud-sport, rock-tomb, sand-tomb, block, dragon-dance, rock-blast, gyro-ball, natural-gift, payback, rock-polish, dragon-pulse, earth-power, flash-cannon, rock-climb, iron-head, stone-edge, captivate, stealth-rock, head-smash, wide-guard, smack-down, heavy-slam, round, bulldoze, dragon-tail, drill-run, rototiller, confide, high-horsepower, brutal-swing, stomping-tantrum, body-press, breaking-swipe, meteor-beam, scorching-sands",35,45,160,30,45,70
96,drowzee,66,10,324,psychic,"insomnia, forewarn, inner-focus","pound, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, psybeam, submission, low-kick, counter, seismic-toss, thunder-wave, toxic, confusion, psychic, hypnosis, meditate, rage, teleport, night-shade, mimic, double-team, barrier, light-screen, haze, reflect, bide, metronome, swift, skull-bash, dream-eater, poison-gas, flash, psywave, rest, tri-attack, substitute, thief, mind-reader, nightmare, snore, curse, protect, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, flatter, facade, focus-punch, taunt, helping-hand, trick, role-play, assist, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, imprison, snatch, secret-power, signal-beam, calm-mind, wake-up-slap, natural-gift, fling, guard-swap, drain-punch, focus-blast, nasty-plot, psycho-cut, zen-headbutt, trick-room, captivate, grass-knot, power-split, psyshock, telekinesis, magic-room, synchronoise, low-sweep, foul-play, round, stored-power, ally-switch, draining-kiss, confide, dazzling-gleam, power-up-punch, psychic-terrain, expanding-force, tera-blast, trailblaze, psychic-noise",60,48,45,43,90,42
97,hypno,169,16,756,psychic,"insomnia, forewarn, inner-focus","pound, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, psybeam, hyper-beam, submission, low-kick, counter, seismic-toss, thunder-wave, toxic, confusion, psychic, hypnosis, meditate, rage, teleport, night-shade, mimic, double-team, confuse-ray, barrier, light-screen, haze, reflect, bide, metronome, swift, skull-bash, dream-eater, poison-gas, flash, psywave, rest, tri-attack, substitute, thief, mind-reader, nightmare, snore, curse, protect, scary-face, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, baton-pass, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, facade, focus-punch, taunt, helping-hand, trick, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, imprison, snatch, secret-power, signal-beam, calm-mind, wake-up-slap, natural-gift, fling, drain-punch, focus-blast, switcheroo, giga-impact, nasty-plot, zen-headbutt, trick-room, captivate, grass-knot, psyshock, telekinesis, magic-room, synchronoise, low-sweep, foul-play, round, stored-power, ally-switch, hex, draining-kiss, confide, dazzling-gleam, power-up-punch, psychic-terrain, body-press, expanding-force, tera-blast, trailblaze, psychic-noise",85,73,70,73,115,67
98,krabby,65,4,65,water,"hyper-cutter, shell-armor, sheer-force","vice-grip, guillotine, swords-dance, cut, slam, stomp, headbutt, body-slam, take-down, double-edge, leer, water-gun, surf, ice-beam, blizzard, bubble-beam, strength, dig, toxic, agility, rage, mimic, double-team, harden, haze, bide, amnesia, bubble, crabhammer, rest, rock-slide, slash, substitute, thief, snore, curse, flail, protect, mud-slap, icy-wind, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, metal-claw, hidden-power, rain-dance, ancient-power, rock-smash, whirlpool, hail, facade, superpower, brick-break, knock-off, secret-power, dive, mud-sport, rock-tomb, tickle, iron-defense, mud-shot, water-pulse, hammer-arm, brine, natural-gift, fling, night-slash, x-scissor, captivate, hone-claws, round, chip-away, ally-switch, scald, razor-shell, confide, liquidation",30,105,90,25,25,50
99,kingler,166,13,600,water,"hyper-cutter, shell-armor, sheer-force","vice-grip, guillotine, swords-dance, cut, slam, stomp, headbutt, body-slam, take-down, double-edge, leer, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, strength, dig, toxic, agility, rage, mimic, double-team, harden, bide, amnesia, bubble, crabhammer, rest, rock-slide, substitute, thief, snore, curse, flail, protect, mud-slap, icy-wind, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, metal-claw, hidden-power, rain-dance, ancient-power, rock-smash, whirlpool, hail, facade, superpower, brick-break, knock-off, secret-power, dive, mud-sport, rock-tomb, iron-defense, mud-shot, water-pulse, hammer-arm, brine, natural-gift, fling, x-scissor, giga-impact, captivate, hone-claws, wide-guard, round, ally-switch, scald, quash, razor-shell, confide, high-horsepower, brutal-swing, stomping-tantrum, liquidation",55,130,115,50,50,75
100,voltorb,66,5,104,electric,"soundproof, static, aftermath","headbutt, tackle, take-down, double-edge, sonic-boom, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, agility, rage, teleport, mimic, screech, double-team, light-screen, reflect, bide, self-destruct, swift, flash, explosion, rest, substitute, thief, snore, curse, protect, zap-cannon, endure, rollout, swagger, spark, sleep-talk, return, frustration, hidden-power, rain-dance, mirror-coat, torment, facade, charge, taunt, helping-hand, magic-coat, recycle, secret-power, metal-sound, signal-beam, shock-wave, gyro-ball, natural-gift, sucker-punch, magnet-rise, discharge, charge-beam, electro-ball, foul-play, round, volt-switch, electroweb, wild-charge, confide, eerie-impulse, electric-terrain, tera-blast",40,30,50,55,55,100
101,electrode,172,12,666,electric,"soundproof, static, aftermath","headbutt, tackle, take-down, double-edge, sonic-boom, hyper-beam, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, agility, rage, teleport, mimic, screech, double-team, light-screen, reflect, bide, self-destruct, swift, skull-bash, flash, explosion, rest, substitute, thief, snore, curse, protect, scary-face, zap-cannon, endure, rollout, swagger, spark, sleep-talk, return, frustration, hidden-power, rain-dance, mirror-coat, torment, facade, charge, taunt, helping-hand, magic-coat, secret-power, metal-sound, signal-beam, shock-wave, gyro-ball, natural-gift, sucker-punch, magnet-rise, giga-impact, discharge, charge-beam, telekinesis, electro-ball, foul-play, round, volt-switch, electroweb, wild-charge, confide, eerie-impulse, magnetic-flux, electric-terrain, tera-blast, supercell-slam",60,50,70,80,80,150
102,exeggcute,65,4,25,"grass, psychic","chlorophyll, harvest","swords-dance, headbutt, take-down, double-edge, psybeam, strength, absorb, mega-drain, leech-seed, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, confusion, psychic, hypnosis, rage, teleport, mimic, double-team, light-screen, reflect, bide, self-destruct, egg-bomb, dream-eater, barrage, flash, psywave, explosion, rest, substitute, thief, nightmare, snore, curse, protect, sludge-bomb, giga-drain, endure, rollout, swagger, attract, sleep-talk, return, frustration, synthesis, moonlight, hidden-power, sunny-day, psych-up, ancient-power, uproar, facade, nature-power, helping-hand, trick, ingrain, skill-swap, imprison, secret-power, extrasensory, bullet-seed, block, gravity, natural-gift, lucky-chant, power-swap, worry-seed, seed-bomb, energy-ball, zen-headbutt, trick-room, leaf-storm, captivate, grass-knot, psyshock, telekinesis, round, stored-power, bestow, grassy-terrain, confide, infestation, grassy-glide, tera-blast, psychic-noise",60,40,80,60,45,40
103,exeggutor,186,20,1200,"grass, psychic","chlorophyll, harvest","swords-dance, stomp, headbutt, body-slam, take-down, double-edge, psybeam, hyper-beam, low-kick, strength, absorb, mega-drain, leech-seed, solar-beam, stun-spore, earthquake, toxic, confusion, psychic, hypnosis, rage, teleport, mimic, double-team, light-screen, reflect, bide, self-destruct, egg-bomb, dream-eater, barrage, flash, psywave, explosion, rest, substitute, thief, nightmare, snore, curse, protect, sludge-bomb, giga-drain, endure, rollout, swagger, attract, sleep-talk, return, frustration, synthesis, hidden-power, sunny-day, psych-up, ancient-power, future-sight, uproar, facade, nature-power, helping-hand, trick, skill-swap, imprison, secret-power, extrasensory, bullet-seed, block, magical-leaf, calm-mind, gravity, natural-gift, power-swap, worry-seed, seed-bomb, energy-ball, giga-impact, psycho-cut, zen-headbutt, trick-room, leaf-storm, power-whip, captivate, grass-knot, wood-hammer, psyshock, telekinesis, round, stored-power, bulldoze, grassy-terrain, confide, infestation, psychic-terrain, stomping-tantrum, expanding-force, grassy-glide, terrain-pulse, tera-blast, psychic-noise",95,95,85,125,75,55
104,cubone,64,4,65,ground,"rock-head, lightning-rod, battle-armor","mega-punch, fire-punch, thunder-punch, swords-dance, double-kick, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, tail-whip, leer, growl, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, rage, mimic, screech, double-team, focus-energy, bide, bone-club, fire-blast, swift, skull-bash, bonemerang, rest, rock-slide, substitute, thief, snore, curse, protect, belly-drum, mud-slap, perish-song, icy-wind, detect, bone-rush, sandstorm, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, hidden-power, sunny-day, ancient-power, rock-smash, uproar, facade, focus-punch, brick-break, knock-off, endeavor, secret-power, rock-tomb, aerial-ace, iron-defense, natural-gift, fling, earth-power, rock-climb, iron-head, captivate, stealth-rock, smack-down, round, echoed-voice, chip-away, incinerate, retaliate, bulldoze, confide, power-up-punch, brutal-swing, stomping-tantrum, scorching-sands",50,50,95,40,50,35
105,marowak,149,10,450,ground,"rock-head, lightning-rod, battle-armor","mega-punch, fire-punch, thunder-punch, swords-dance, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, tail-whip, leer, growl, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, hyper-beam, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, rage, mimic, screech, double-team, focus-energy, bide, bone-club, fire-blast, swift, skull-bash, bonemerang, rest, rock-slide, substitute, thief, snore, curse, protect, mud-slap, icy-wind, detect, bone-rush, outrage, sandstorm, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, hidden-power, sunny-day, rock-smash, uproar, facade, focus-punch, brick-break, knock-off, endeavor, secret-power, rock-tomb, aerial-ace, iron-defense, natural-gift, fling, focus-blast, earth-power, giga-impact, rock-climb, iron-head, stone-edge, captivate, stealth-rock, smack-down, round, echoed-voice, incinerate, retaliate, bulldoze, confide, power-up-punch, laser-focus, throat-chop, brutal-swing, stomping-tantrum, scorching-sands",60,80,110,50,80,45
106,hitmonlee,159,15,498,fighting,"limber, reckless, unburden","mega-punch, swords-dance, double-kick, mega-kick, jump-kick, rolling-kick, headbutt, tackle, body-slam, take-down, double-edge, submission, low-kick, counter, seismic-toss, strength, earthquake, toxic, meditate, rage, mimic, double-team, focus-energy, bide, metronome, swift, skull-bash, high-jump-kick, rest, rock-slide, substitute, thief, mind-reader, snore, curse, reversal, protect, mach-punch, scary-face, mud-slap, foresight, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, baton-pass, rapid-spin, hidden-power, rain-dance, sunny-day, rock-smash, fake-out, uproar, facade, focus-punch, taunt, helping-hand, role-play, superpower, revenge, brick-break, knock-off, endeavor, secret-power, blaze-kick, rock-tomb, bulk-up, bounce, covet, natural-gift, feint, close-combat, fling, sucker-punch, aura-sphere, poison-jab, vacuum-wave, focus-blast, giga-impact, bullet-punch, rock-climb, stone-edge, captivate, wide-guard, low-sweep, round, retaliate, bulldoze, work-up, confide, power-up-punch, laser-focus, throat-chop, lunge, stomping-tantrum, coaching, tera-blast, axe-kick, upper-hand",50,120,53,35,110,87
107,hitmonchan,159,14,502,fighting,"keen-eye, iron-fist, inner-focus","comet-punch, mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance, mega-kick, headbutt, tackle, body-slam, take-down, double-edge, leer, submission, low-kick, counter, seismic-toss, strength, earthquake, toxic, agility, rage, mimic, double-team, focus-energy, bide, metronome, swift, skull-bash, high-jump-kick, dizzy-punch, rest, rock-slide, substitute, thief, snore, curse, reversal, protect, mach-punch, scary-face, mud-slap, detect, endure, swagger, attract, sleep-talk, return, frustration, dynamic-punch, baton-pass, encore, pursuit, rapid-spin, hidden-power, rain-dance, sunny-day, rock-smash, fake-out, uproar, facade, focus-punch, taunt, helping-hand, role-play, revenge, brick-break, knock-off, endeavor, secret-power, rock-tomb, sky-uppercut, bulk-up, covet, natural-gift, feint, close-combat, fling, aura-sphere, poison-jab, drain-punch, vacuum-wave, focus-blast, giga-impact, bullet-punch, rock-climb, stone-edge, captivate, low-sweep, round, quick-guard, retaliate, bulldoze, work-up, confide, power-up-punch, laser-focus, throat-chop, coaching, tera-blast, trailblaze, upper-hand",50,105,79,35,110,76
108,lickitung,77,12,655,normal,"own-tempo, oblivious, cloud-nine","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance, cut, bind, slam, stomp, mega-kick, headbutt, tackle, body-slam, wrap, take-down, thrash, double-edge, supersonic, disable, acid, flamethrower, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, submission, counter, seismic-toss, strength, solar-beam, thunderbolt, thunder, earthquake, fissure, dig, toxic, rage, mimic, screech, double-team, defense-curl, bide, lick, fire-blast, skull-bash, amnesia, dream-eater, rest, rock-slide, substitute, thief, nightmare, snore, curse, protect, belly-drum, mud-slap, icy-wind, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, magnitude, dynamic-punch, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, whirlpool, facade, focus-punch, smelling-salts, helping-hand, brick-break, knock-off, refresh, secret-power, rock-tomb, muddy-water, shock-wave, water-pulse, hammer-arm, natural-gift, fling, wring-out, me-first, aqua-tail, giga-impact, zen-headbutt, rock-climb, power-whip, captivate, round, chip-away, incinerate, retaliate, bulldoze, dragon-tail, work-up, belch, confide, power-up-punch, brutal-swing, stomping-tantrum, body-press, steel-roller, terrain-pulse",90,55,75,60,75,30
109,koffing,68,6,10,poison,"levitate, neutralizing-gas, stench","headbutt, tackle, body-slam, take-down, flamethrower, psybeam, thunderbolt, thunder, toxic, rage, mimic, screech, double-team, smokescreen, haze, bide, self-destruct, smog, sludge, fire-blast, poison-gas, flash, psywave, explosion, rest, substitute, thief, snore, curse, spite, protect, scary-face, sludge-bomb, zap-cannon, destiny-bond, endure, rollout, swagger, attract, sleep-talk, return, frustration, pain-split, hidden-power, rain-dance, sunny-day, shadow-ball, uproar, stockpile, spit-up, swallow, torment, will-o-wisp, memento, facade, taunt, grudge, secret-power, shock-wave, gyro-ball, natural-gift, payback, assurance, toxic-spikes, dark-pulse, gunk-shot, captivate, venoshock, sludge-wave, acid-spray, round, clear-smog, incinerate, belch, confide, venom-drench, infestation, corrosive-gas, tera-blast",40,65,95,60,45,35
110,weezing,172,12,95,poison,"levitate, neutralizing-gas, stench","headbutt, tackle, body-slam, take-down, flamethrower, psybeam, hyper-beam, thunderbolt, thunder, toxic, rage, mimic, screech, double-team, smokescreen, haze, bide, self-destruct, smog, sludge, fire-blast, poison-gas, flash, explosion, rest, substitute, thief, snore, curse, spite, protect, scary-face, sludge-bomb, zap-cannon, destiny-bond, endure, rollout, swagger, attract, sleep-talk, return, frustration, pain-split, hidden-power, rain-dance, sunny-day, shadow-ball, uproar, heat-wave, torment, will-o-wisp, memento, facade, taunt, secret-power, shock-wave, gyro-ball, natural-gift, payback, assurance, toxic-spikes, dark-pulse, giga-impact, gunk-shot, captivate, double-hit, venoshock, sludge-wave, acid-spray, round, clear-smog, incinerate, belch, confide, venom-drench, infestation, corrosive-gas, tera-blast",65,90,120,85,70,60
